,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-possession,home-opposition_shots,home-opposition_shots_on_target,home-opposition_possession,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-possession,away-opposition_shots,away-opposition_shots_on_target,away-opposition_possession
3544,1,1,5.0,4.0,1.75,4,1,5,15,16,124,54,422,153,77,488,5,0,5,17,13,122,67,529,96,42,381
3545,4,0,1.45,4.75,8.0,6,1,3,19,14,131,72,506,93,42,404,0,2,8,6,16,143,61,420,132,80,490
3546,1,1,1.95,3.5,3.75,4,3,3,16,9,102,57,519,113,62,391,3,3,4,16,19,102,49,466,132,68,444
3547,0,2,3.4,3.4,2.1,3,2,5,15,20,76,37,317,137,59,592,4,5,1,17,12,106,46,447,116,52,463
3548,3,1,1.85,4.0,4.33,7,2,1,26,10,126,62,503,69,26,407,8,1,1,27,16,142,69,573,93,48,336
3549,0,0,7.0,4.0,1.5,4,0,6,20,23,91,46,417,101,48,493,1,6,3,9,13,129,67,431,96,45,479
3550,2,3,4.5,3.75,1.73,0,5,5,7,16,103,46,379,118,67,531,7,2,1,23,9,119,65,494,61,30,415
3551,3,0,1.55,4.2,5.5,3,4,3,16,10,114,48,516,105,47,394,5,1,4,18,16,111,62,451,88,51,458
3552,1,0,2.0,3.4,3.75,4,3,3,14,15,98,47,384,130,69,525,0,3,7,8,26,101,41,414,147,65,495
3553,0,0,6.0,4.2,1.62,2,0,8,12,23,91,44,395,111,56,515,4,1,5,15,14,120,66,524,91,40,386
3554,3,6,3.75,3.3,2.2,5,2,3,19,13,110,58,486,131,71,422,7,1,2,20,5,194,108,514,95,53,396
3555,0,1,1.18,8.0,18.0,7,2,1,26,11,121,58,504,71,25,406,5,2,3,14,10,118,53,508,105,59,402
3556,3,3,1.75,3.75,5.25,2,1,7,6,17,130,64,449,110,49,460,5,2,3,16,14,89,47,316,137,69,594
3557,1,0,2.4,3.25,3.3,0,2,8,4,17,133,55,411,134,81,499,4,2,4,15,15,124,53,433,143,74,477
3558,3,0,1.85,3.6,4.75,6,1,3,17,9,82,45,435,120,61,475,2,3,5,10,16,111,57,366,110,54,544
3559,1,3,2.8,3.4,2.7,4,0,6,11,13,105,53,449,119,66,460,4,2,4,15,12,117,55,537,81,41,373
3560,1,1,6.0,4.75,1.44,5,2,3,20,12,111,65,469,117,68,439,8,1,1,26,6,123,63,534,78,36,376
3561,4,2,1.44,4.5,6.5,6,2,2,14,6,97,53,453,124,59,456,3,2,5,11,18,95,49,391,118,63,519
3562,2,2,1.57,4.33,5.0,4,1,5,16,22,110,55,420,112,67,489,1,4,5,5,14,111,48,450,137,74,460
3563,1,1,3.2,3.5,2.15,2,3,5,16,18,97,48,426,139,63,484,1,4,5,8,19,117,54,449,113,63,461
3564,0,2,2.0,3.5,3.6,3,3,4,15,18,93,45,454,142,70,456,1,2,7,6,25,90,49,385,140,79,525
3565,0,1,7.0,4.0,1.5,2,3,5,5,12,102,43,412,108,54,498,8,2,0,25,4,176,93,576,83,40,333
3566,2,0,1.67,3.8,5.0,3,3,4,13,15,143,70,536,122,65,374,4,2,4,9,16,100,50,394,101,48,515
3567,1,2,2.5,3.2,2.88,1,5,4,10,17,104,44,446,113,54,463,3,3,4,11,11,140,68,490,100,54,419
3568,3,0,1.33,5.0,9.0,2,1,7,8,17,73,37,479,162,80,430,2,2,6,14,22,81,39,324,132,58,585
3569,2,1,2.3,3.3,3.5,2,2,6,7,19,75,32,397,101,57,513,2,2,6,8,17,76,41,408,113,55,501
3570,0,3,2.7,3.5,2.7,7,1,2,23,13,130,70,513,95,41,397,7,1,2,22,16,140,69,552,90,46,357
3571,0,0,2.2,3.3,3.3,1,6,3,11,12,103,52,436,93,45,473,5,2,3,15,13,114,50,464,111,57,446
3572,0,0,2.88,3.4,2.38,0,4,6,6,18,107,64,417,103,50,493,3,4,3,14,9,114,62,534,102,57,376
3573,1,0,3.1,3.2,2.35,2,1,7,7,19,103,38,340,160,75,570,2,5,3,9,13,116,58,427,90,39,483
3574,1,2,3.9,3.4,1.95,2,1,7,15,25,86,48,401,133,76,509,7,2,1,22,12,116,50,489,95,49,420
3575,3,1,2.0,3.4,3.75,6,2,2,17,10,139,74,526,109,51,383,5,0,5,15,18,99,48,434,106,52,474
3576,1,1,2.2,3.25,3.3,1,2,7,9,18,113,61,413,157,72,497,0,2,8,9,20,103,45,437,93,38,473
3577,0,0,3.1,3.3,2.3,1,2,7,8,21,90,48,399,122,53,511,4,1,5,15,17,137,66,488,103,56,420
3578,4,2,7.5,5.0,1.36,3,2,5,8,17,94,48,399,124,56,511,8,0,2,27,11,135,68,486,96,48,424
3579,2,2,2.25,3.3,3.2,2,3,5,7,13,91,33,392,98,45,517,4,1,5,20,22,88,46,420,100,53,490
3580,0,1,5.0,4.2,1.57,5,4,1,17,10,103,43,458,114,51,452,8,1,1,32,11,123,78,603,80,40,307
3581,3,3,1.3,5.5,9.0,6,2,2,16,8,102,52,464,114,55,445,2,3,5,15,17,102,51,423,133,57,487
3582,2,2,3.0,3.4,2.5,6,3,1,18,9,122,67,559,97,49,350,7,1,2,25,11,122,61,523,71,24,387
3583,4,2,1.3,5.75,12.0,7,1,2,20,8,187,104,501,98,55,409,7,0,3,18,7,88,49,454,127,63,456
3584,0,0,2.25,3.3,3.6,4,3,3,18,17,83,47,314,129,62,596,2,1,7,12,22,90,42,387,101,49,523
3585,0,1,1.3,6.0,11.0,7,1,2,23,15,136,68,534,87,44,375,3,2,5,8,16,73,32,405,103,55,505
3586,4,0,1.8,3.75,5.0,4,2,4,14,11,119,60,531,81,41,379,1,2,7,8,20,124,58,447,111,51,462
3587,2,2,3.6,3.5,2.15,4,2,4,14,14,116,51,430,151,74,480,6,1,3,20,14,125,69,519,99,43,391
3588,0,2,3.5,3.5,2.2,2,3,5,10,17,113,57,352,114,57,558,4,2,4,19,18,112,59,485,116,64,423
3589,2,0,1.17,7.5,15.0,7,2,1,20,6,115,59,536,79,38,373,3,3,4,14,18,106,53,484,133,64,426
3590,3,1,1.25,6.0,10.0,8,1,1,26,11,129,73,482,69,31,427,0,5,5,6,17,102,57,419,101,47,491
3591,4,1,2.4,3.4,2.8,2,5,3,11,9,104,54,536,102,54,374,4,3,3,17,13,109,62,451,114,66,457
3592,1,1,2.4,3.5,2.75,1,5,4,9,18,109,47,453,108,59,457,4,2,4,17,19,117,62,435,105,63,473
3593,1,3,2.25,3.3,3.2,2,2,6,12,22,85,44,376,112,61,534,1,6,3,10,11,103,49,439,95,48,470
3594,2,0,1.4,4.5,8.0,8,2,0,23,3,167,82,579,84,39,330,4,3,3,16,11,132,63,446,119,61,464
3595,1,2,1.67,3.75,5.0,7,0,3,25,14,131,65,491,92,47,419,2,5,3,11,14,126,63,425,101,49,485
3596,2,0,1.3,5.5,8.5,8,1,1,31,11,128,76,617,86,40,293,3,1,6,10,15,75,37,488,153,81,421
3597,0,0,1.62,3.6,6.0,5,1,4,17,17,120,68,456,85,45,453,2,2,6,13,23,75,35,319,124,55,590
3598,4,0,1.29,6.25,12.0,4,2,4,15,11,114,64,530,86,37,380,1,2,7,3,14,132,52,412,142,86,498
3599,2,0,2.2,3.4,3.2,5,2,3,15,13,111,53,457,112,55,453,2,4,4,9,17,128,60,501,116,66,409
3600,0,1,2.25,3.3,3.2,1,5,4,7,15,102,49,428,136,79,481,0,4,6,8,18,102,44,399,123,70,511
3601,1,2,2.25,3.4,3.1,3,2,5,14,19,108,53,424,115,64,486,2,4,4,6,11,83,43,426,116,53,484
3602,0,0,1.57,3.8,6.0,4,1,5,7,16,98,49,387,108,49,522,2,1,7,16,25,86,47,418,129,72,492
3603,3,0,1.33,5.0,9.0,4,0,6,13,19,107,50,420,104,51,488,3,0,7,8,19,94,39,337,154,72,573
3604,0,1,1.36,4.75,8.0,7,2,1,23,13,116,51,495,97,51,414,2,3,5,5,9,102,42,409,121,58,501
3605,4,5,2.7,3.2,2.6,2,4,4,9,14,103,52,429,95,41,481,6,2,2,18,11,129,68,525,108,50,384
3606,2,0,2.4,3.1,3.1,0,3,7,8,18,95,45,436,96,37,474,1,3,6,6,16,92,45,392,125,48,518
3607,3,1,1.62,3.75,5.5,4,3,3,17,8,106,43,504,118,55,406,1,4,5,10,18,96,40,455,113,55,454
3608,2,0,1.44,4.33,7.0,3,3,4,11,11,141,66,496,94,50,413,5,3,2,13,11,105,50,401,123,68,508
3609,0,0,3.5,3.2,2.15,4,1,5,17,23,94,41,440,119,54,470,4,4,2,14,11,103,40,423,132,59,487
3610,2,2,2.15,3.4,3.75,2,2,6,8,17,76,40,409,114,54,500,4,0,6,12,14,99,50,441,122,70,468
3611,2,2,2.5,3.3,2.8,0,5,5,6,16,93,55,404,101,45,507,1,2,7,11,24,91,49,388,99,53,522
3612,0,3,4.75,3.6,1.85,4,2,4,8,14,70,30,385,107,51,525,6,3,1,19,10,129,68,562,94,49,347
3613,0,0,2.5,3.3,3.1,2,2,6,12,21,95,48,391,103,47,519,4,3,3,15,11,115,50,427,143,70,483
3614,2,2,2.2,3.3,3.75,1,2,7,8,21,114,51,449,111,51,461,2,3,5,10,18,79,42,408,117,57,501
3615,2,2,2.8,3.25,2.8,1,1,8,2,17,133,55,397,138,82,512,5,2,3,11,9,119,54,485,115,66,425
3616,0,1,2.5,3.3,3.1,6,0,4,17,11,88,46,448,143,70,462,5,2,3,16,8,114,59,528,77,41,382
3617,3,1,4.5,3.8,1.85,3,1,6,12,15,109,58,444,125,73,465,6,1,3,19,16,145,72,544,77,40,365
3618,2,2,1.73,3.8,4.5,4,3,3,18,15,109,65,464,114,64,444,1,4,5,7,16,105,56,426,140,79,483
3619,2,0,5.0,4.33,1.57,2,6,2,13,11,94,44,440,105,54,469,8,1,1,28,12,122,71,495,68,31,415
3620,4,2,1.91,3.6,3.8,1,4,5,8,14,100,43,409,123,73,501,1,4,5,15,19,97,46,423,141,63,487
3621,0,2,2.5,3.4,2.7,3,3,4,14,17,99,46,470,126,58,440,1,6,3,10,17,113,50,458,119,60,452
3622,0,0,10.0,6.0,1.25,1,4,5,7,19,132,59,484,112,64,426,7,2,1,16,6,114,56,529,80,36,380
3623,0,1,3.2,3.3,2.25,6,2,2,21,14,114,62,533,107,51,376,9,1,0,24,2,171,85,587,81,36,322
3624,2,2,2.0,3.3,3.75,1,3,6,11,21,98,45,452,104,57,457,4,2,4,14,16,125,68,451,85,44,458
3625,2,8,9.5,6.0,1.25,3,3,4,7,10,91,36,393,101,42,517,6,0,4,23,15,134,70,485,98,50,425
3626,0,1,1.44,4.2,7.5,2,1,7,7,17,71,35,472,149,77,437,4,2,4,16,18,94,41,442,107,52,468
3627,2,3,1.4,5.0,9.0,4,2,4,18,18,109,52,495,115,64,413,3,4,3,15,17,88,43,324,126,63,586
3628,1,1,2.38,3.5,3.1,6,2,2,23,12,124,65,536,80,27,374,8,1,1,24,9,186,106,484,94,53,426
3629,0,1,1.53,4.33,7.0,6,2,2,22,12,124,73,542,97,44,368,2,2,6,7,16,116,60,348,118,56,562
3630,4,1,2.8,3.5,2.4,3,3,4,14,19,126,64,435,108,64,473,5,3,2,17,11,115,57,462,112,54,447
3631,0,0,2.75,3.3,2.5,1,3,6,6,21,79,41,387,148,84,523,2,5,3,12,10,116,61,526,105,59,384
3632,0,1,3.25,3.1,2.3,3,3,4,7,11,81,43,417,123,60,493,4,1,5,7,16,107,54,403,106,47,506
3633,2,3,2.9,3.1,2.5,2,3,5,4,9,95,36,385,140,70,525,2,4,4,13,14,100,56,428,95,42,482
3634,1,0,3.0,3.0,2.5,2,2,6,16,24,88,47,410,135,74,500,5,0,5,15,14,104,48,432,102,50,476
3635,1,1,3.75,3.4,2.0,1,3,6,10,17,110,52,402,148,72,508,5,2,3,22,13,117,53,486,114,58,422
3636,2,0,1.3,5.0,11.0,4,3,3,15,14,137,66,528,122,64,382,3,2,5,15,19,112,53,437,107,58,473
3637,1,0,3.3,3.25,2.2,3,3,4,12,12,123,60,431,125,64,479,6,2,2,21,13,143,71,516,86,41,393
3638,1,2,1.44,4.5,6.5,3,2,5,13,21,103,53,396,128,61,514,0,3,7,7,24,95,43,411,146,67,498
3639,4,2,1.53,3.8,6.5,4,4,2,14,11,115,44,447,129,59,463,2,2,6,17,23,95,49,422,94,47,488
3640,0,5,15.0,7.5,1.18,2,3,5,13,20,66,28,318,129,56,591,8,1,1,29,10,131,75,609,83,40,301
3641,0,3,3.6,3.3,2.05,4,3,3,12,13,99,46,394,122,68,515,4,3,3,17,9,100,46,515,118,58,395
3642,3,3,1.62,4.0,5.25,2,6,2,11,14,114,49,448,119,53,462,0,6,4,7,15,103,61,420,93,38,491
3643,0,3,2.8,3.4,2.4,1,4,5,17,22,88,41,407,146,64,503,3,4,3,17,16,104,61,480,110,59,428
3644,2,2,2.38,3.3,2.9,1,5,4,9,15,115,61,417,131,76,492,3,6,1,13,8,88,44,439,115,62,471
3645,2,2,1.36,5.0,7.5,7,1,2,22,13,130,75,494,72,32,416,3,3,4,12,15,108,47,483,120,59,427
3646,1,0,1.57,4.2,5.25,5,2,3,18,15,114,56,457,112,56,452,2,3,5,11,15,102,43,428,114,69,482
3647,1,0,1.65,4.0,4.75,2,5,3,11,9,119,61,538,107,60,372,1,5,4,6,14,131,59,460,107,62,450
3648,1,0,2.15,3.4,3.25,4,2,4,12,13,113,58,471,123,59,439,1,4,5,6,20,79,41,391,141,79,519
3649,1,0,3.0,3.5,2.25,1,3,6,12,24,90,48,390,93,50,520,4,3,3,17,16,123,63,448,104,60,460
3650,1,2,2.55,3.3,2.7,3,2,5,15,19,104,46,441,107,56,469,0,3,7,5,16,101,44,408,119,44,502
3651,2,0,1.44,4.33,7.0,5,3,2,23,13,121,54,494,115,58,414,3,2,5,5,10,97,48,396,126,65,514
3652,3,0,1.13,8.0,19.0,10,0,0,24,1,171,82,584,78,41,325,2,1,7,9,22,91,39,340,136,62,570
3653,3,3,1.44,4.33,7.0,5,2,3,15,11,141,72,522,86,41,387,1,4,5,10,16,112,48,394,141,67,516
3654,1,2,3.75,3.4,2.0,3,3,4,16,16,100,54,440,91,39,470,4,3,3,16,14,125,57,529,117,57,381
3655,2,1,1.91,3.3,4.2,1,4,5,10,16,93,42,442,97,31,468,1,3,6,4,11,89,32,374,134,66,536
3656,1,0,1.8,3.6,4.33,5,2,3,15,10,130,64,478,87,42,431,3,2,5,14,19,113,56,394,132,61,515
3657,0,1,6.0,3.8,1.57,1,2,7,7,23,98,44,404,152,66,504,3,5,2,13,14,126,58,422,108,55,488
3658,2,1,3.1,3.4,2.25,2,2,6,19,26,97,49,432,104,52,478,2,0,8,5,16,72,36,482,136,72,427
3659,0,1,1.5,3.9,7.0,5,2,3,17,15,87,36,431,106,51,479,2,3,5,11,21,70,30,318,121,54,591
3660,0,0,9.0,5.0,1.33,4,3,3,16,15,112,56,469,87,46,440,8,1,1,32,9,127,69,613,86,41,297
3661,0,1,1.8,3.5,4.5,4,0,6,14,15,112,51,441,98,46,467,4,3,3,12,10,122,58,436,115,57,474
3662,2,0,1.67,3.6,5.5,0,4,6,10,23,97,46,440,99,52,469,4,3,3,11,13,103,49,406,114,66,503
3663,0,0,2.4,3.4,2.8,2,7,1,12,9,80,37,430,127,66,480,2,6,2,13,16,116,49,456,117,52,454
3664,1,1,1.75,3.9,5.0,7,3,0,22,7,123,64,572,86,42,337,5,2,3,17,12,108,62,543,99,45,367
3665,3,0,1.22,7.0,16.0,7,2,1,22,10,175,101,473,105,56,437,4,2,4,8,16,68,29,359,103,52,551
3666,2,4,6.5,4.2,1.57,1,4,5,11,20,78,41,401,123,65,508,6,3,1,22,10,130,65,551,79,29,359
3667,1,1,1.91,3.75,4.33,5,1,4,18,18,141,72,545,80,46,365,3,2,5,19,21,102,49,516,100,54,392
3668,2,1,1.4,5.5,8.0,4,2,4,20,13,122,65,554,81,33,355,3,1,6,13,15,113,61,444,112,70,465
3669,0,0,2.9,3.3,2.63,4,4,2,15,10,105,43,435,133,66,475,6,0,4,17,11,80,44,451,144,70,459
3670,2,1,3.4,3.6,2.05,3,4,3,16,15,92,50,471,114,60,437,7,1,2,20,11,131,73,500,73,34,410
3671,2,1,1.5,4.33,6.0,3,3,4,16,17,115,60,464,96,58,444,0,4,6,14,25,94,43,405,139,57,505
3672,0,0,4.2,3.75,1.8,0,6,4,8,16,89,52,414,103,43,497,5,2,3,16,13,119,57,444,105,57,466
3673,1,0,1.95,3.5,3.6,3,3,4,14,17,97,40,461,135,68,449,5,2,3,12,10,115,64,472,115,58,438
3674,0,2,7.5,5.0,1.36,1,4,5,6,19,77,40,391,131,78,519,6,3,1,17,5,127,60,563,73,30,346
3675,0,3,6.5,3.8,1.55,3,2,5,5,10,104,51,406,136,67,504,10,0,0,22,1,184,89,587,71,39,322
3676,4,0,1.67,4.0,4.75,4,4,2,13,13,137,62,441,98,45,469,6,2,2,16,8,134,68,491,79,32,418
3677,0,2,5.25,4.0,1.62,3,5,2,14,12,127,48,441,111,51,469,6,0,4,31,17,134,77,519,99,52,391
3678,0,2,3.0,3.2,2.4,3,3,4,9,16,63,25,313,119,54,596,2,2,6,18,27,94,45,425,105,52,485
3679,6,0,1.13,8.5,17.0,8,2,0,31,7,125,66,613,78,39,298,4,2,4,15,15,82,33,436,102,49,474
3680,4,0,2.0,3.5,4.2,2,2,6,7,16,118,60,350,112,55,560,2,3,5,11,15,92,46,405,101,49,505
3681,1,0,2.05,3.5,3.4,2,3,5,10,14,102,46,445,114,66,465,1,3,6,10,24,84,48,381,102,55,529
3682,1,2,2.05,3.5,3.4,1,4,5,5,14,129,58,468,109,62,442,1,6,3,11,15,100,53,405,129,73,504
3683,1,1,5.5,3.75,1.62,1,1,8,8,25,72,33,328,148,68,582,6,2,2,21,14,111,59,509,106,51,401
3684,0,1,2.9,3.0,2.6,2,3,5,15,18,93,46,404,141,71,506,2,3,5,12,17,101,47,456,93,31,454
3685,1,4,1.44,4.33,7.0,5,3,2,23,13,123,53,484,122,61,424,3,1,6,15,20,108,48,452,108,58,458
3686,1,1,2.88,3.2,2.5,1,3,6,7,16,105,49,424,116,45,486,4,2,4,6,12,115,55,435,120,50,474
3687,1,0,3.0,3.2,2.38,3,3,4,8,13,95,46,417,109,60,491,3,4,3,11,14,105,52,443,88,43,468
3688,1,1,2.63,3.3,2.63,3,2,5,13,18,117,56,409,131,60,500,6,2,2,21,5,103,45,490,121,64,420
3689,0,1,2.05,3.4,3.6,2,2,6,9,20,91,40,394,98,38,516,1,2,7,6,21,86,35,393,159,72,515
3690,1,0,2.15,3.4,3.8,4,3,3,12,11,112,49,471,128,71,439,1,3,6,10,19,127,58,467,99,46,443
3691,0,4,2.9,3.25,2.4,0,5,5,8,18,112,49,383,137,68,527,3,0,7,13,16,117,52,448,99,49,460
3692,4,2,2.2,3.2,3.4,5,3,2,12,8,115,54,433,121,56,477,3,2,5,16,17,98,56,427,93,41,483
3693,3,2,2.25,3.4,3.1,1,3,6,9,23,76,43,369,102,54,541,3,3,4,13,16,100,41,471,128,63,439
3694,0,2,7.5,4.5,1.5,4,1,5,8,19,66,27,371,113,56,539,7,2,1,24,10,130,69,559,77,32,351
3695,2,0,2.1,3.5,3.8,1,4,5,13,21,74,39,399,129,67,510,3,4,3,16,17,89,50,311,126,64,599
3696,2,1,1.44,5.0,7.5,4,2,4,16,17,157,85,538,80,46,372,3,1,6,8,13,132,68,379,108,53,531
3697,3,1,2.55,3.25,3.1,4,4,2,13,8,110,47,429,125,64,481,5,3,2,13,8,118,52,466,127,67,444
3698,2,2,1.91,3.7,4.33,6,1,3,17,10,79,40,463,140,67,447,1,3,6,10,19,129,55,476,101,50,434
3699,4,0,1.13,8.5,17.0,7,3,0,19,4,140,69,576,68,28,333,5,2,3,12,8,111,58,466,121,62,444
3700,0,1,1.33,5.25,8.0,6,1,3,18,12,138,79,494,72,35,416,0,4,6,5,16,126,58,468,104,58,442
3701,2,1,2.3,3.6,2.88,2,6,2,12,15,107,43,443,116,53,467,3,4,3,16,16,85,47,469,121,63,439
3702,1,1,2.38,3.4,2.88,0,4,6,15,26,99,46,401,140,61,509,0,7,3,6,13,91,55,421,108,45,490
3703,3,2,2.3,3.2,3.2,2,5,3,12,15,100,52,402,122,73,507,1,3,6,5,20,76,41,377,130,80,533
3704,3,1,2.75,3.2,2.6,6,2,2,22,6,94,43,492,108,65,418,4,4,2,15,12,126,58,449,101,47,461
3705,0,2,9.0,6.5,1.25,3,2,5,18,23,94,41,446,101,50,464,8,2,0,30,7,128,70,618,78,37,293
3706,2,1,1.8,3.5,4.5,3,3,4,10,14,111,53,455,79,35,456,3,2,5,13,20,77,26,405,109,56,505
3707,2,0,1.67,4.2,5.25,7,2,1,24,10,172,101,478,103,53,432,6,4,0,20,7,132,73,575,83,45,334
3708,2,1,1.67,4.2,5.25,4,2,4,18,13,123,64,560,78,32,349,3,3,4,18,19,99,51,504,116,67,404
3709,1,0,2.2,3.5,3.5,5,2,3,15,10,100,59,513,113,58,397,5,2,3,13,8,104,55,514,76,38,396
3710,2,0,1.91,3.6,4.5,3,1,6,13,15,112,60,443,104,66,467,1,2,7,4,17,142,57,414,133,76,495
3711,1,0,1.7,3.8,4.75,3,3,4,15,16,121,64,466,98,61,442,3,3,4,10,12,99,42,456,112,63,454
3712,1,1,1.85,3.6,4.0,4,5,1,13,7,126,67,522,108,62,388,2,7,1,11,8,77,38,441,129,65,469
3713,3,0,2.38,3.3,2.9,4,3,3,7,11,129,67,443,125,52,466,5,2,3,24,17,123,55,481,129,65,427
3714,3,2,1.8,3.5,4.5,10,0,0,23,1,182,83,585,68,32,325,5,3,2,14,11,131,55,549,100,48,361
3715,2,1,1.5,4.0,7.0,6,2,2,16,9,142,76,518,87,43,392,1,3,6,7,16,112,54,421,116,54,489
3716,1,2,1.91,3.4,4.0,3,1,6,18,21,109,64,446,85,36,463,1,3,6,12,17,94,49,405,137,69,505
3717,1,0,1.83,3.4,4.5,3,3,4,12,15,97,44,444,90,32,466,3,2,5,5,11,110,51,409,142,69,501
3718,1,1,1.45,4.2,7.5,6,2,2,14,8,119,56,430,120,57,479,1,2,7,9,25,67,29,330,148,68,580
3719,2,0,2.5,3.25,2.8,1,4,5,9,18,89,42,425,94,50,483,2,3,5,12,19,124,64,417,128,61,492
3720,4,1,1.4,4.4,8.0,5,2,3,13,12,124,64,475,79,32,434,2,2,6,9,19,90,40,412,101,41,498
3721,5,0,1.2,6.5,15.0,6,0,4,30,17,130,70,521,110,59,389,2,1,7,5,13,84,41,495,123,66,414
3722,0,1,2.2,3.3,3.3,3,2,5,13,19,74,28,402,117,56,508,2,2,6,12,25,93,40,441,110,55,469
3723,2,2,1.4,5.0,9.0,5,4,1,17,9,132,71,565,76,42,344,2,3,5,13,19,83,44,412,131,69,497
3724,1,3,2.8,3.4,2.7,1,4,5,8,18,100,51,399,111,58,511,4,1,5,14,12,111,62,453,104,65,457
3725,1,2,8.5,4.75,1.44,2,4,4,15,19,86,47,314,127,64,596,8,2,0,25,8,144,81,469,107,55,441
3726,3,0,1.6,4.0,6.5,2,3,5,17,21,91,49,516,118,64,392,4,1,5,7,17,67,27,353,130,65,557
3727,4,1,1.45,4.75,8.0,7,2,1,23,9,139,75,554,76,31,356,5,2,3,13,9,96,60,500,114,59,410
3728,8,0,1.57,4.0,7.0,5,2,3,12,5,109,59,507,72,39,403,4,4,2,14,8,110,48,428,101,46,482
3729,2,0,1.67,3.8,5.0,3,3,4,16,17,81,42,483,130,70,425,2,3,5,12,24,79,47,377,101,50,533
3730,2,1,2.3,3.4,3.0,2,7,1,11,8,80,38,428,131,70,482,3,3,4,9,10,97,41,458,107,52,452
3731,0,3,3.1,3.4,2.25,4,2,4,8,11,100,48,445,124,61,465,4,5,1,14,8,130,73,513,110,60,397
3732,1,2,3.5,3.5,2.0,0,7,3,7,14,85,50,425,118,51,486,4,3,3,16,12,124,63,483,96,57,426
3733,3,3,3.4,3.5,2.05,2,3,5,14,19,103,43,468,122,62,442,4,4,2,16,14,132,68,448,93,53,462
3734,2,1,5.0,4.0,1.62,1,3,6,6,19,70,37,379,126,75,531,5,1,4,17,13,143,80,506,73,35,404
3735,3,0,1.3,5.5,9.0,5,3,2,16,10,132,55,557,104,50,353,1,3,6,5,11,90,36,376,131,63,534
3736,0,5,13.0,7.5,1.17,1,4,5,7,19,74,28,338,115,51,572,6,0,4,33,16,133,74,530,104,58,380
3737,2,3,6.0,4.2,1.6,1,2,7,4,17,123,54,413,127,74,496,4,2,4,15,16,162,92,534,77,42,376
3738,2,1,2.5,3.3,3.1,4,3,3,13,11,119,55,473,119,62,437,5,2,3,17,11,80,40,474,134,65,436
3739,2,0,1.67,3.6,5.25,7,2,1,24,9,141,74,551,84,46,359,4,2,4,13,12,100,36,466,104,49,443
3740,1,1,2.4,3.4,2.8,1,4,5,5,13,119,55,457,111,58,453,3,6,1,13,9,124,54,440,111,49,470
3741,1,0,2.5,3.2,2.88,3,2,5,5,10,109,47,419,138,69,491,3,0,7,17,21,110,62,452,84,36,457
3742,2,2,2.5,3.3,2.75,3,1,6,15,17,121,57,454,110,61,456,4,3,3,13,12,107,50,468,86,32,442
3743,0,2,2.05,3.3,3.6,5,3,2,10,10,130,67,441,133,56,468,4,0,6,16,14,119,63,463,107,54,446
3744,2,2,2.5,3.25,2.8,5,2,3,24,18,127,54,493,125,59,416,6,2,2,16,10,140,76,507,87,42,403
3745,2,1,1.65,3.6,5.5,0,5,5,8,20,103,47,390,133,76,520,1,3,6,9,22,65,29,330,144,66,580
3746,1,0,2.15,3.2,3.4,1,2,7,7,17,114,55,428,126,63,482,6,2,2,14,8,108,49,431,119,57,478
3747,2,0,1.33,4.75,9.5,4,4,2,16,14,131,62,456,97,48,454,2,3,5,10,17,88,45,416,89,44,492
3748,3,0,4.5,3.4,1.83,2,2,6,10,22,87,43,412,97,44,498,6,2,2,21,6,93,41,478,114,68,432
3749,2,0,1.33,5.0,9.0,4,3,3,14,12,129,52,439,106,51,471,2,3,5,8,17,103,40,413,140,64,496
3750,2,2,5.0,4.0,1.75,3,1,6,8,12,130,67,391,108,56,519,5,2,3,20,12,125,61,548,70,30,361
3751,1,2,1.53,4.0,6.0,2,3,5,11,17,131,68,436,120,61,473,3,3,4,9,14,99,48,435,98,48,473
3752,0,1,2.55,3.4,2.63,0,4,6,14,25,104,50,415,128,53,495,2,3,5,7,14,71,36,379,132,77,531
3753,0,0,1.44,4.75,8.0,5,2,3,18,16,148,80,518,82,44,392,2,4,4,14,18,77,42,393,141,77,516
3754,1,0,1.65,4.0,6.0,6,2,2,20,4,99,54,488,75,39,422,5,2,3,14,11,119,55,459,119,64,451
3755,0,2,5.5,3.8,1.73,3,4,3,10,16,102,44,429,106,48,481,4,5,1,16,11,138,79,571,71,41,338
3756,2,2,1.91,3.6,4.5,2,2,6,9,14,117,59,388,116,61,522,2,4,4,16,19,89,48,297,129,64,613
3757,2,1,6.5,4.5,1.55,5,1,4,17,12,106,57,441,102,59,469,7,2,1,25,10,145,81,559,91,41,351
3758,1,0,2.63,3.1,2.8,3,2,5,10,20,62,28,404,118,51,506,4,2,4,9,10,97,36,431,123,65,479
3759,0,1,1.22,6.5,11.0,4,1,5,16,14,148,81,518,67,31,393,4,2,4,7,12,104,52,442,121,59,467
3760,1,0,1.67,4.1,4.5,3,5,2,17,17,133,66,452,87,49,458,4,3,3,17,15,75,38,480,136,72,429
3761,2,0,1.83,3.6,4.2,3,2,5,10,12,99,43,454,105,53,456,0,6,4,8,16,90,55,427,122,58,484
3762,3,0,2.2,3.4,3.2,2,3,5,12,20,90,53,399,95,44,511,1,4,5,5,13,124,54,465,113,57,445
