,home_team_goal,away_team_goal,odds-home,odds-draw,odds-away,home-wins,home-draws,home-losses,home-goals,home-opposition-goals,home-shots,home-shots_on_target,home-opposition_shots,home-opposition_shots_on_target,away-wins,away-draws,away-losses,away-goals,away-opposition-goals,away-shots,away-shots_on_target,away-opposition_shots,away-opposition_shots_on_target
1087,0,1,1.25,5.75,13.0,6,1,3,14,13,127,70,128,76,2,2,6,9,30,130,72,74,37
1088,1,1,2.4,3.2,3.1,3,5,2,11,11,99,52,138,69,2,2,6,10,13,102,53,152,78
1089,1,2,6.0,4.0,1.57,5,3,2,11,8,98,53,103,49,4,3,3,19,9,146,84,72,43
1090,2,0,1.11,9.0,23.0,9,0,1,45,4,124,64,91,44,3,2,5,7,17,95,46,132,76
1091,1,2,1.33,4.75,10.0,4,2,4,15,15,81,39,85,40,3,3,4,11,17,77,38,103,51
1092,1,3,2.88,3.3,2.4,2,3,5,11,13,68,29,120,59,6,0,4,13,11,118,59,101,50
1093,1,0,1.22,6.0,15.0,3,4,3,13,9,136,69,94,47,3,2,5,11,18,125,66,115,61
1094,1,0,4.5,3.5,1.83,3,2,5,10,13,92,44,122,64,5,3,2,21,6,117,59,110,52
1095,1,0,2.5,3.25,2.88,5,1,4,13,20,104,56,117,67,4,5,1,13,9,128,68,100,47
1096,2,2,2.1,3.3,3.6,3,2,5,9,14,105,61,134,64,2,4,4,11,16,87,43,107,53
1097,3,6,1.36,4.75,8.0,4,3,3,16,15,121,60,58,34,4,2,4,11,14,90,51,98,46
1098,1,3,2.2,3.3,3.25,7,1,2,19,11,99,46,93,32,4,1,5,16,18,103,50,82,37
1099,2,0,2.1,3.1,3.75,8,2,0,14,4,102,43,122,63,3,4,3,15,13,119,68,117,66
1100,1,1,2.3,3.1,3.3,1,2,7,10,16,117,62,89,39,2,4,4,12,14,112,56,99,54
1101,0,3,15.0,6.0,1.2,2,3,5,8,16,82,39,111,44,9,1,0,28,6,105,57,74,38
1102,0,0,8.0,4.75,1.36,4,0,6,12,16,96,46,77,37,8,1,1,24,11,197,103,73,31
1103,0,0,6.25,3.5,1.62,3,2,5,10,17,84,34,122,62,7,1,2,22,11,157,67,88,40
1104,4,0,1.53,4.0,6.0,4,0,6,14,17,113,53,108,48,1,2,7,5,15,77,40,125,57
1105,2,0,2.4,3.3,2.88,2,3,5,8,15,99,48,84,39,3,2,5,14,16,84,38,87,40
1106,4,1,1.25,5.5,13.0,4,3,3,19,10,152,89,81,51,3,3,4,11,14,111,66,125,56
1107,1,3,10.0,5.0,1.33,2,2,6,10,21,99,47,122,59,9,0,1,42,4,129,66,93,45
1108,3,3,4.2,3.4,1.91,3,5,2,11,10,140,79,97,44,7,2,1,22,5,147,69,101,57
1109,1,1,1.33,5.0,10.0,4,3,3,18,7,117,60,113,54,4,3,3,10,9,111,63,113,56
1110,2,1,1.83,3.5,4.5,2,4,4,10,16,91,47,126,67,2,6,2,10,11,99,50,134,68
1111,1,1,3.75,3.25,2.1,3,2,5,11,17,122,60,118,65,5,1,4,12,14,128,73,134,79
1112,0,0,1.57,4.0,5.5,6,2,2,22,11,123,61,83,36,4,3,3,15,15,128,72,83,39
1113,2,0,2.1,3.5,3.25,4,1,5,16,18,111,60,89,42,4,1,5,17,12,77,33,155,79
1114,2,1,1.4,4.33,8.5,7,2,1,21,8,168,78,84,42,3,0,7,15,22,144,73,128,67
1115,5,1,3.25,3.1,2.3,0,4,6,15,23,93,51,136,61,8,1,1,16,7,163,78,97,43
1116,1,2,3.0,3.25,2.38,2,3,5,9,19,107,44,129,63,4,0,6,17,17,111,50,115,52
1117,1,0,1.17,6.5,17.0,7,2,1,21,9,189,104,70,31,1,2,7,5,15,85,42,123,57
1118,0,0,3.1,3.2,2.4,2,5,3,12,16,90,44,114,60,4,4,2,13,7,145,77,100,49
1119,2,2,1.73,3.4,5.25,2,4,4,13,15,111,53,105,59,1,5,4,6,12,96,45,137,66
1120,1,0,3.5,3.1,2.2,1,4,5,10,19,100,45,168,70,1,3,6,10,15,107,58,94,40
1121,3,1,1.73,3.4,5.25,2,4,4,11,14,121,64,119,65,3,3,4,9,14,83,36,136,71
1122,3,3,1.8,3.5,4.5,3,1,6,10,15,133,63,91,45,8,2,0,14,4,100,43,130,63
1123,0,0,1.5,4.0,7.0,6,0,4,24,17,66,38,94,38,2,1,7,6,17,62,27,115,52
1124,4,0,1.8,3.5,4.5,6,2,2,15,11,107,56,75,44,3,3,4,7,9,95,41,98,56
1125,2,1,2.5,3.25,2.88,2,2,6,6,19,93,44,131,72,6,1,3,13,13,114,61,130,77
1126,1,1,5.5,3.7,1.67,4,1,5,10,12,97,47,113,64,5,2,3,22,10,161,94,82,56
1127,3,1,1.4,4.5,8.5,5,2,3,12,12,131,72,137,77,2,5,3,9,11,97,50,134,71
1128,1,1,1.8,3.6,4.5,5,1,4,13,15,112,58,137,81,3,3,4,12,14,105,62,138,65
1129,0,1,1.62,3.75,6.0,3,5,2,14,13,144,79,98,45,2,2,6,10,13,111,60,127,64
1130,1,1,2.0,3.3,4.0,3,4,3,10,10,104,60,128,66,3,4,3,12,15,98,50,127,68
1131,3,1,2.25,3.3,3.25,3,2,5,10,16,128,64,122,71,2,5,3,11,15,98,45,116,62
1132,1,1,1.91,3.4,4.2,2,2,6,6,20,104,52,137,74,2,2,6,11,23,89,39,125,62
1133,0,0,1.22,6.0,12.0,6,2,2,21,10,130,65,88,37,3,3,4,10,13,78,42,97,41
1134,1,1,1.3,4.75,11.0,3,2,5,12,14,101,43,119,64,3,3,4,13,13,79,30,100,43
1135,1,2,2.05,3.25,3.75,1,3,6,10,15,104,56,97,43,3,3,4,13,14,122,64,128,67
1136,2,2,2.4,3.25,2.9,0,2,8,4,19,84,47,129,60,2,2,6,10,21,107,41,125,62
1137,2,0,1.91,3.4,4.0,4,1,5,12,15,91,44,91,46,0,2,8,3,15,76,35,131,59
1138,0,2,5.0,3.6,1.73,2,2,6,9,30,126,68,80,41,3,4,3,13,7,124,66,105,49
1139,1,3,2.25,3.3,3.2,2,2,6,12,17,87,41,102,45,4,1,5,15,16,115,66,83,37
1140,0,4,3.0,3.2,2.4,2,0,8,13,23,146,73,129,70,3,2,5,13,17,134,63,86,40
1141,1,2,2.25,3.2,3.25,8,2,0,17,7,96,42,137,68,2,4,4,15,17,112,53,105,57
1142,2,2,1.4,4.33,8.0,7,1,2,15,12,161,76,91,41,2,3,5,8,16,90,38,123,64
1143,1,2,3.3,3.25,2.2,5,3,2,18,13,125,59,125,58,7,2,1,20,9,171,80,87,43
1144,1,2,5.0,3.75,1.67,4,0,6,17,18,104,47,116,50,8,1,1,26,7,105,53,67,41
1145,1,2,3.25,3.25,2.2,2,3,5,12,15,70,29,117,56,6,1,3,24,14,81,46,96,39
1146,2,2,2.25,3.2,3.25,1,2,7,3,16,69,30,130,65,5,1,4,20,14,112,55,90,46
1147,1,2,3.6,3.5,2.0,2,3,5,9,15,105,50,87,41,5,3,2,19,9,133,67,90,39
1148,4,1,3.6,3.5,2.0,3,3,4,11,18,78,36,98,50,4,4,2,14,13,122,69,93,43
1149,3,0,1.91,3.4,4.0,2,3,5,12,21,109,46,119,58,5,1,4,13,12,87,44,90,45
1150,3,0,1.17,7.0,15.0,8,2,0,22,8,192,103,73,28,2,3,5,5,13,96,47,103,57
1151,1,3,1.91,3.5,3.9,2,5,3,10,12,98,41,109,58,4,1,5,15,11,71,27,167,85
1152,1,1,3.5,3.1,2.2,4,2,4,14,14,128,68,131,64,3,3,4,13,14,96,43,118,67
1153,4,0,1.4,4.5,7.5,8,2,0,21,8,176,81,84,40,1,5,4,7,13,94,46,134,62
1154,0,0,2.4,3.1,3.1,1,4,5,17,20,84,46,141,64,7,2,1,16,8,85,41,132,58
1155,1,0,1.14,7.0,21.0,8,1,1,26,8,112,59,58,36,0,3,7,6,20,79,43,140,68
1156,1,1,2.1,3.25,3.5,7,0,3,16,10,111,58,108,53,4,0,6,16,17,101,49,102,50
1157,1,3,1.73,3.5,5.0,4,2,4,16,14,143,69,87,41,4,3,3,17,15,123,59,125,53
1158,1,1,1.5,4.0,7.0,6,1,3,23,15,88,51,91,39,2,3,5,8,18,82,42,109,43
1159,1,0,1.67,3.75,5.0,6,2,2,18,11,107,57,84,50,1,2,7,4,17,83,41,129,62
1160,1,1,3.25,3.3,2.2,3,4,3,8,10,75,41,104,51,2,2,6,10,17,105,50,87,41
1161,2,3,1.22,6.0,15.0,4,3,3,22,11,153,87,95,60,4,2,4,11,13,117,57,113,64
1162,2,2,1.44,4.33,7.5,3,5,2,10,7,135,72,109,51,4,2,4,11,10,108,53,102,54
1163,1,0,3.5,3.4,2.1,2,2,6,10,22,93,42,124,60,5,2,3,13,12,144,77,126,70
1164,1,0,3.6,3.3,2.1,3,4,3,10,6,117,64,108,49,9,0,1,40,3,153,77,102,48
1165,0,0,2.75,3.2,2.63,2,5,3,11,15,99,50,121,64,3,4,3,12,12,146,81,98,45
1166,0,0,1.83,3.5,4.5,2,4,4,11,17,96,44,110,57,2,2,6,9,29,123,66,82,39
1167,1,2,1.44,4.33,7.0,6,3,1,20,8,130,67,86,36,4,2,4,9,12,78,33,115,57
1168,3,2,2.4,3.3,2.9,4,4,2,13,14,120,64,92,42,2,4,4,11,15,109,46,108,57
1169,1,0,3.4,3.2,2.2,5,2,3,15,15,163,74,92,36,8,2,0,22,8,175,80,86,42
1170,1,0,1.67,3.5,5.5,3,3,4,13,14,90,40,113,64,3,2,5,11,15,108,55,102,45
1171,1,3,6.0,3.8,1.57,2,3,5,11,18,110,50,125,61,8,1,1,24,8,108,56,55,35
1172,0,2,3.25,3.3,2.2,0,3,7,4,18,68,37,143,72,7,1,2,15,8,110,60,99,47
1173,1,2,1.91,3.4,4.2,3,2,5,11,12,110,58,116,52,2,2,6,7,21,99,50,140,73
1174,1,2,2.88,3.25,2.5,2,4,4,10,14,94,51,138,73,5,1,4,12,14,116,62,141,81
1175,2,2,7.5,4.0,1.5,3,4,3,13,14,108,63,141,65,6,3,1,21,8,148,68,110,57
1176,0,0,1.75,3.3,4.5,6,3,1,15,8,83,37,123,52,1,0,9,11,26,131,67,135,76
1177,4,2,1.6,3.6,6.0,3,2,5,15,16,156,77,83,41,1,4,5,14,17,88,48,137,62
1178,2,0,1.95,3.2,4.2,1,3,6,11,15,114,61,98,45,4,2,4,13,15,99,54,127,62
1179,0,1,2.5,3.0,3.0,1,2,7,7,13,82,36,126,55,4,2,4,14,14,131,69,128,59
1180,1,0,1.53,4.0,6.0,3,1,6,14,18,92,43,105,53,5,3,2,17,11,81,33,98,51
1181,2,3,3.0,3.25,2.38,2,2,6,12,16,66,30,126,61,7,1,2,19,11,112,57,81,47
1182,0,0,5.0,3.5,1.75,3,3,4,10,11,104,44,103,49,6,4,0,22,8,151,71,116,58
1183,2,1,1.91,3.5,4.0,4,2,4,11,12,143,75,135,71,5,1,4,12,14,115,62,138,81
1184,1,1,2.25,3.25,3.3,2,2,6,10,22,103,44,136,66,2,5,3,11,15,110,53,117,63
1185,0,2,2.88,3.1,2.63,2,5,3,10,12,100,45,106,60,3,4,3,10,10,153,84,100,46
1186,1,1,2.1,3.25,3.75,4,2,4,11,15,114,56,134,76,3,5,2,15,15,111,63,134,62
1187,1,0,2.25,3.2,3.4,3,2,5,8,20,97,49,142,77,4,3,3,13,12,96,54,125,64
1188,2,0,2.25,3.25,3.3,2,3,5,8,27,125,68,85,39,2,4,4,11,15,102,57,124,67
1189,0,1,3.8,3.3,2.0,4,2,4,13,14,100,55,139,72,3,3,4,11,12,96,46,114,65
1190,2,1,1.73,3.4,5.25,7,1,2,15,8,101,57,104,46,2,3,5,11,17,104,48,136,64
1191,2,2,2.05,3.3,3.6,4,3,3,15,11,88,40,100,51,0,3,7,4,19,75,37,130,69
1192,2,1,1.44,4.0,8.5,4,4,2,11,5,119,68,114,50,3,1,6,12,14,112,60,110,49
1193,2,0,1.73,3.6,5.0,8,0,2,39,4,153,74,101,52,4,3,3,23,12,165,93,91,56
1194,2,0,2.55,3.3,2.7,5,1,4,21,13,131,76,80,35,5,3,2,19,9,141,72,82,37
1195,1,2,1.91,3.5,3.9,6,1,3,17,13,96,49,95,41,4,2,4,12,15,86,32,92,51
1196,1,0,2.38,3.1,3.1,2,3,5,10,18,103,46,153,63,3,3,4,14,14,83,37,104,45
1197,2,0,2.4,3.1,3.1,4,3,3,18,15,126,61,104,56,5,2,3,14,14,164,79,107,42
1198,0,0,1.75,3.4,5.0,8,1,1,20,7,179,86,92,45,3,2,5,18,18,151,73,84,43
1199,1,2,2.0,3.25,3.9,2,3,5,12,13,117,63,99,46,5,2,3,20,16,124,60,139,60
1200,1,1,2.6,3.1,2.8,2,3,5,10,18,107,43,121,64,5,4,1,14,8,82,36,125,52
1201,1,1,1.17,7.0,15.0,9,0,1,27,9,128,65,53,34,5,1,4,13,12,91,47,88,44
1202,3,1,2.1,3.3,3.5,5,2,3,21,15,100,55,89,41,4,1,5,15,15,94,44,109,59
1203,6,1,1.17,7.0,15.0,7,3,0,21,7,185,100,66,27,1,2,7,4,16,91,45,136,65
1204,1,2,4.33,3.6,1.8,2,5,3,6,9,82,44,104,52,6,1,3,21,10,131,70,81,39
1205,2,2,1.25,5.75,12.0,6,4,0,22,8,148,70,128,64,4,3,3,12,15,115,53,121,67
1206,2,1,1.29,5.5,11.0,4,3,3,21,11,169,91,91,55,2,4,4,10,14,96,43,106,62
1207,0,0,5.0,3.6,1.73,4,1,5,11,16,117,62,150,88,9,0,1,40,2,157,75,94,45
1208,2,2,1.83,3.5,4.5,3,1,6,13,13,115,60,99,46,3,2,5,10,27,124,69,81,38
1209,1,1,2.25,3.2,3.4,2,3,5,11,17,94,51,131,75,2,3,5,11,20,111,48,134,62
1210,1,2,2.88,3.25,2.5,2,6,2,11,14,118,54,117,62,5,2,3,12,10,158,85,132,68
1211,2,1,2.2,3.2,3.5,2,6,2,14,15,107,62,136,62,4,2,4,9,13,115,58,125,69
1212,3,0,1.4,4.5,7.5,5,2,3,18,10,147,76,81,34,5,1,4,14,16,80,34,104,53
1213,2,3,2.3,3.4,3.0,5,0,5,17,11,68,26,165,82,3,3,4,16,20,116,53,63,35
1214,3,1,1.44,4.0,8.0,4,2,4,10,10,105,53,112,63,1,2,7,7,13,80,34,127,55
1215,2,1,1.91,3.25,4.33,4,2,4,12,15,168,83,107,45,3,2,5,11,15,111,58,103,47
1216,2,1,1.4,4.5,7.5,8,1,1,25,9,136,67,53,35,8,1,1,17,7,105,60,92,38
1217,1,4,8.0,4.5,1.4,2,1,7,12,17,65,27,129,65,7,3,0,25,7,182,98,64,26
1218,2,0,2.4,3.25,3.0,3,4,3,9,8,155,88,92,39,3,4,3,12,10,131,63,121,51
1219,3,2,1.65,3.75,5.25,2,3,5,11,16,105,50,87,39,4,2,4,16,17,92,52,95,43
1220,4,1,1.62,3.6,6.0,6,2,2,21,13,125,63,151,67,2,4,4,10,17,111,47,125,63
1221,2,1,2.1,3.2,3.6,4,5,1,13,8,81,36,136,59,2,2,6,12,14,121,64,105,49
1222,4,0,1.36,4.5,9.0,3,3,4,18,16,158,77,84,46,3,2,5,10,17,100,46,141,57
1223,0,1,4.0,3.2,2.0,1,3,6,14,19,85,44,140,64,7,2,1,18,7,179,89,99,49
1224,0,2,2.7,3.0,2.8,1,4,5,7,17,87,43,139,61,5,2,3,14,12,123,58,112,56
1225,2,1,1.8,3.5,4.5,2,3,5,12,17,108,47,135,63,3,4,3,15,13,90,43,102,49
1226,2,0,3.4,3.4,2.1,0,3,7,5,20,79,38,122,63,5,2,3,21,16,109,63,95,46
1227,0,0,2.3,3.2,3.2,1,2,7,4,19,87,43,135,69,1,2,7,5,13,72,33,118,59
1228,0,1,1.91,3.4,4.0,5,2,3,14,12,91,48,101,49,2,2,6,4,15,101,56,112,61
1229,0,0,2.1,3.3,3.6,4,3,3,11,10,89,48,138,73,3,4,3,10,10,117,53,104,48
1230,0,0,2.63,3.3,2.63,3,4,3,13,14,117,49,95,47,5,2,3,14,10,142,71,81,34
1231,1,0,2.4,3.25,3.0,2,5,3,8,9,121,53,107,49,3,2,5,10,16,116,58,150,85
1232,1,1,2.1,3.25,3.75,5,2,3,13,11,154,84,136,70,3,4,3,9,7,152,86,104,47
1233,1,2,2.38,3.25,3.1,1,4,5,9,19,116,53,135,62,2,2,6,12,14,106,54,94,43
1234,2,1,2.2,3.25,3.4,3,4,3,11,16,116,49,126,71,1,6,3,9,14,128,58,127,66
1235,1,1,2.38,3.25,3.1,2,3,5,9,27,113,60,80,32,3,5,2,14,14,102,58,132,62
1236,2,0,1.13,8.5,19.0,8,1,1,33,2,148,70,102,46,2,3,5,11,17,94,52,133,76
1237,1,4,3.3,3.5,2.1,4,2,4,17,18,89,46,102,45,4,4,2,14,15,113,58,98,46
1238,2,1,1.75,3.4,5.0,2,2,6,12,14,114,61,113,50,1,3,6,7,19,95,46,135,60
1239,1,2,1.57,3.75,6.0,7,1,2,17,9,98,55,98,46,4,2,4,11,11,88,44,101,52
1240,0,2,11.0,5.75,1.25,3,3,4,15,14,89,40,111,55,8,1,1,23,9,140,72,53,34
1241,6,1,1.14,7.0,21.0,7,3,0,26,6,174,92,56,22,1,4,5,7,18,88,45,101,38
1242,0,3,2.5,3.2,2.9,5,3,2,13,7,122,67,118,50,5,2,3,23,12,178,102,93,57
1243,1,2,5.5,3.75,1.67,4,1,5,10,15,112,57,123,64,5,5,0,23,10,154,75,131,62
1244,0,1,1.8,3.75,4.2,3,3,4,17,21,107,50,61,35,5,2,3,11,11,75,32,122,60
1245,1,1,1.75,3.6,4.6,7,1,2,22,8,134,66,85,43,3,3,4,14,15,120,60,90,41
1246,0,0,3.0,3.2,2.38,4,1,5,12,14,95,50,137,72,5,2,3,13,14,154,75,113,49
1247,2,1,1.73,3.5,5.0,6,1,3,15,11,113,50,110,55,1,3,6,14,17,86,41,152,68
1248,1,1,1.57,3.75,6.0,7,2,1,16,6,181,87,101,50,4,5,1,13,8,89,40,118,49
1249,0,0,4.2,3.5,1.85,1,4,5,9,20,109,46,141,69,3,3,4,19,16,155,70,87,47
1250,4,3,1.7,3.6,5.0,5,2,3,18,14,116,61,90,45,3,2,5,14,18,104,47,138,65
1251,3,0,1.73,3.5,5.0,5,1,4,22,16,108,55,103,57,1,2,7,7,20,77,38,121,60
1252,2,0,2.3,3.25,3.1,6,2,2,19,15,115,60,83,42,4,1,5,15,16,87,44,114,66
1253,1,2,2.9,3.1,2.5,5,3,2,19,12,132,67,108,63,5,2,3,12,9,108,61,115,66
1254,4,2,1.29,5.0,11.0,4,3,3,11,9,146,74,94,45,3,0,7,9,14,92,37,120,58
1255,0,1,4.0,3.2,2.0,3,2,5,10,12,115,59,104,46,6,3,1,15,7,184,85,101,49
1256,2,0,1.57,4.0,6.0,5,5,0,22,10,153,73,131,62,4,3,3,13,12,154,83,129,64
1257,1,0,1.17,7.0,17.0,6,2,2,25,10,184,106,95,58,1,4,5,8,18,117,51,139,66
1258,2,1,5.5,3.4,1.73,2,3,5,10,16,91,51,143,80,5,3,2,13,9,116,64,117,51
1259,1,2,7.5,4.33,1.44,4,3,3,10,9,89,45,141,75,8,1,1,33,2,152,70,107,54
1260,2,0,1.91,3.4,4.2,1,6,3,10,15,125,56,137,70,2,4,4,8,25,114,57,80,32
1261,0,1,2.5,3.3,2.75,2,1,7,11,18,83,34,111,48,3,2,5,15,20,111,48,64,37
1262,2,0,2.1,3.4,3.4,5,0,5,18,11,58,24,165,79,5,1,4,17,15,99,49,97,42
1263,2,0,1.36,4.6,8.5,4,3,3,11,13,163,74,113,46,3,2,5,9,19,99,46,138,54
1264,1,2,1.85,3.3,4.5,6,2,2,13,7,109,63,117,62,3,3,4,18,15,156,74,84,45
1265,1,1,1.4,4.33,7.5,6,1,3,16,11,103,57,101,48,3,3,4,13,12,83,42,115,62
1266,5,0,1.29,5.0,11.0,8,1,1,21,8,143,77,53,35,5,2,3,19,16,119,63,90,47
1267,0,0,1.8,3.6,4.5,3,2,5,9,14,120,58,146,78,2,4,4,11,14,88,39,119,75
1268,5,1,2.2,3.2,3.5,3,2,5,14,14,100,57,89,40,2,5,3,8,9,127,54,111,48
1269,0,1,3.4,3.25,2.2,3,6,1,15,14,98,55,126,57,2,4,4,9,12,133,66,126,54
1270,0,2,2.75,3.3,2.5,6,1,3,11,10,79,37,132,61,7,2,1,22,7,141,67,83,41
1271,4,0,1.62,3.7,5.5,3,3,4,13,14,113,56,92,39,5,1,4,14,16,72,29,111,55
1272,0,0,2.1,3.2,3.6,3,2,5,11,14,94,47,142,68,1,2,7,8,15,85,39,122,56
1273,0,1,2.2,3.2,3.4,6,2,2,23,14,133,65,135,64,7,1,2,16,10,111,50,108,52
1274,0,0,2.63,3.1,2.75,3,3,4,13,13,84,36,102,45,2,2,6,11,14,115,64,110,48
1275,3,0,2.0,3.5,3.6,3,1,6,17,22,104,46,135,64,6,1,3,24,14,109,53,100,57
1276,1,1,1.5,4.33,6.0,4,1,5,14,16,84,43,113,65,1,3,6,11,21,89,40,158,86
1277,2,1,1.22,6.0,15.0,5,5,0,23,10,155,73,133,63,2,3,5,10,16,88,49,152,80
1278,2,0,2.1,3.2,3.75,2,5,3,9,13,129,55,114,51,3,1,6,10,17,115,57,124,65
1279,2,1,1.8,3.6,4.5,3,3,4,9,10,94,46,146,76,2,3,5,6,25,111,57,87,37
1280,1,1,2.2,3.25,3.4,2,6,2,12,11,133,61,131,67,3,3,4,9,13,111,51,150,83
1281,2,2,1.91,3.4,4.2,2,5,3,10,12,91,41,120,74,1,3,6,7,18,114,50,151,77
1282,4,2,3.0,3.3,2.4,2,6,2,13,14,107,60,129,56,4,3,3,11,10,157,84,137,67
1283,2,2,4.5,3.6,1.8,4,1,5,15,21,121,54,157,81,3,4,3,10,8,150,81,107,49
1284,2,0,1.91,3.25,4.33,1,5,4,9,18,104,44,143,69,3,2,5,9,18,98,46,150,62
1285,1,0,1.91,3.4,4.0,2,2,6,4,15,101,56,118,64,2,1,7,13,19,65,25,129,63
1286,0,1,1.29,5.5,11.0,6,2,2,22,10,195,118,99,62,4,2,4,19,14,110,65,88,39
1287,2,0,3.8,3.4,2.0,2,4,4,6,12,136,64,127,56,8,1,1,27,3,153,72,115,57
1288,0,2,3.6,3.3,2.1,4,3,3,14,17,119,47,133,69,5,2,3,13,10,122,61,114,47
1289,6,0,2.5,3.3,2.75,4,1,5,13,16,104,56,107,47,5,3,2,16,14,114,58,100,47
1290,0,4,4.33,3.6,1.8,5,1,4,14,19,64,25,118,59,7,2,1,21,7,146,69,84,39
1291,1,0,2.0,3.2,4.0,5,2,3,20,14,147,80,131,65,3,2,5,10,10,124,63,103,45
1292,0,2,2.5,3.1,2.9,7,1,2,15,9,110,52,123,63,4,3,3,11,12,156,75,119,51
1293,1,0,1.73,3.5,5.0,2,2,6,9,12,115,64,109,52,1,3,6,8,14,89,44,123,59
1294,2,3,4.33,3.25,1.91,1,3,6,7,19,91,43,125,58,5,2,3,13,9,123,69,117,63
1295,1,3,8.5,5.0,1.33,6,1,3,23,15,107,51,104,55,8,1,1,23,6,144,81,51,33
1296,4,1,1.8,3.6,4.33,6,2,2,20,15,106,55,87,45,4,1,5,19,19,108,48,130,61
1297,2,0,1.29,5.5,9.5,7,3,0,26,6,170,90,60,24,3,2,5,12,16,97,50,112,64
1298,2,0,2.2,3.4,3.2,5,2,3,17,18,117,61,91,51,5,2,3,14,11,101,59,103,49
1299,1,1,1.53,4.0,6.5,4,2,4,13,14,154,80,138,64,3,5,2,10,11,130,53,118,50
1300,3,2,2.1,3.2,3.75,3,1,6,10,15,122,53,116,56,2,5,3,10,12,94,43,132,81
1301,2,2,2.3,3.25,3.2,1,4,5,9,17,122,56,142,74,4,3,3,14,13,118,48,129,67
1302,0,2,5.5,3.6,1.67,1,3,6,9,17,79,44,161,85,6,1,3,21,10,189,116,99,61
1303,1,1,4.75,3.6,1.75,2,3,5,7,19,118,62,84,36,3,4,3,8,10,135,66,125,54
1304,3,2,1.62,3.75,6.0,2,4,4,7,14,107,51,153,89,3,2,5,13,23,120,53,158,80
1305,1,1,1.62,3.75,6.0,2,5,3,11,10,142,76,108,48,3,5,2,17,16,107,54,123,51
1306,1,2,1.91,3.4,4.2,5,2,3,20,11,109,63,82,38,3,3,4,10,11,94,46,141,74
1307,0,0,2.63,3.25,2.75,6,1,3,15,10,118,60,111,46,5,5,0,21,11,151,70,132,59
1308,1,0,1.2,6.5,15.0,7,1,2,21,5,152,71,113,58,2,6,2,13,12,133,64,133,66
1309,3,1,1.57,3.6,6.5,6,2,2,16,10,120,67,109,57,6,1,3,19,12,147,76,133,68
1310,1,1,5.5,3.3,1.73,2,2,6,7,19,101,50,140,57,5,4,1,12,5,181,86,113,55
1311,3,2,1.83,3.4,4.5,4,3,3,11,12,153,72,119,51,3,2,5,9,10,123,71,105,50
1312,1,0,2.38,3.1,3.1,2,3,5,10,14,95,48,142,73,4,5,1,12,8,100,43,131,57
1313,2,0,1.73,3.75,4.5,8,1,1,24,6,148,72,86,40,3,4,3,11,12,122,53,97,46
1314,4,2,1.57,3.8,6.5,3,3,4,12,14,174,88,127,56,3,3,4,11,12,89,44,132,68
1315,0,0,1.91,3.6,4.0,1,5,4,10,16,115,53,149,77,3,2,5,15,20,128,54,142,65
1316,2,2,4.5,3.6,1.8,3,4,3,10,10,116,55,154,84,4,6,0,18,11,147,71,134,58
1317,0,0,1.91,3.4,4.2,4,2,4,15,13,105,57,82,37,2,5,3,11,11,120,58,132,65
1318,0,0,1.4,4.5,8.5,5,2,3,12,10,118,60,108,47,1,5,4,10,14,96,45,136,82
1319,2,3,2.4,3.1,3.2,1,2,7,8,18,88,50,159,85,2,6,2,15,16,108,52,133,54
1320,2,0,3.75,3.25,2.1,4,1,5,12,15,130,56,113,56,3,4,3,9,11,125,62,125,56
1321,1,0,2.5,3.25,2.88,2,4,4,8,16,119,65,81,33,3,4,3,15,15,124,53,128,66
1322,1,1,2.2,3.2,3.4,5,3,2,21,11,151,77,109,56,5,2,3,14,14,144,65,113,50
1323,3,1,1.2,6.25,13.0,8,1,1,22,7,146,81,55,33,7,2,1,24,13,114,61,83,47
1324,1,0,1.67,3.75,5.0,4,1,5,19,18,108,51,118,56,1,4,5,12,19,90,41,169,93
1325,3,0,1.62,3.75,5.5,3,2,5,11,15,106,54,125,73,1,2,7,5,13,77,33,124,63
1326,1,2,3.4,3.3,2.2,2,6,2,12,10,150,77,109,48,6,1,3,17,10,171,100,112,68
1327,0,3,1.22,5.75,15.0,7,1,2,16,5,166,77,106,52,3,5,2,9,10,131,55,138,61
1328,2,0,2.1,3.25,3.5,7,1,2,15,9,113,51,121,59,5,2,3,19,13,138,64,110,64
1329,0,1,2.6,3.2,2.75,5,4,1,13,6,167,72,109,53,6,2,2,16,11,126,67,107,57
1330,0,1,2.3,3.2,3.1,1,2,7,7,20,87,41,117,53,3,2,5,11,14,102,52,143,72
1331,0,0,1.91,3.3,4.2,3,5,2,11,9,95,39,137,58,1,2,7,7,14,95,48,131,65
1332,2,0,1.62,3.75,5.5,5,2,3,14,11,105,61,112,53,6,1,3,24,16,109,48,112,60
1333,0,1,12.0,5.5,1.25,1,2,7,6,20,80,39,113,54,8,2,0,27,5,174,93,72,28
1334,2,0,1.22,6.0,15.0,4,6,0,18,11,141,67,128,53,3,4,3,9,10,116,58,88,38
1335,2,3,1.62,4.0,5.5,6,1,3,17,10,167,96,114,69,4,3,3,16,15,175,88,128,62
1336,3,0,1.57,3.8,6.5,3,3,4,8,12,129,65,122,53,1,6,3,10,13,127,57,146,74
1337,5,1,2.1,3.3,3.6,3,5,2,16,16,112,51,137,58,4,2,4,14,12,107,55,87,43
